geometry,min_lon,min_lat,max_lon,max_lat,streets_length_370,building_count_580
"POLYGON ((-13629507.999999998 6033831.999999998, -13629007.999999998 6033831.999999998, -13629007.999999998 6034331.999999998, -13629507.999999998 6034331.999999998, -13629507.999999998 6033831.999999998))",-122.43595351429289,47.559198622822784,-122.43146193787229,47.56222957705812,0.0,0
"POLYGON ((-13629507.999999998 6034331.999999998, -13629007.999999998 6034331.999999998, -13629007.999999998 6034831.999999999, -13629507.999999998 6034831.999999999, -13629507.999999998 6034331.999999998))",-122.43595351429289,47.56222957705812,-122.43146193787229,47.56526035594352,0.0,0
"POLYGON ((-13629507.999999998 6034831.999999999, -13629007.999999998 6034831.999999999, -13629007.999999998 6035332, -13629507.999999998 6035332, -13629507.999999998 6034831.999999999))",-122.43595351429289,47.56526035594352,-122.43146193787229,47.56829095948065,0.0,0
"POLYGON ((-13629507.999999998 6035332, -13629007.999999998 6035332, -13629007.999999998 6035831.999999999, -13629507.999999998 6035831.999999999, -13629507.999999998 6035332))",-122.43595351429289,47.56829095948065,-122.43146193787229,47.57132138767117,0.0,0
"POLYGON ((-13629507.999999998 6035831.999999999, -13629007.999999998 6035831.999999999, -13629007.999999998 6036332, -13629507.999999998 6036332, -13629507.999999998 6035831.999999999))",-122.43595351429289,47.57132138767117,-122.43146193787229,47.57435164051675,0.0,0
"POLYGON ((-13629507.999999998 6036332, -13629007.999999998 6036332, -13629007.999999998 6036832, -13629507.999999998 6036832, -13629507.999999998 6036332))",-122.43595351429289,47.57435164051675,-122.43146193787229,47.57738171801906,0.0,0
"POLYGON ((-13629507.999999998 6036832, -13629007.999999998 6036832, -13629007.999999998 6037331.999999999, -13629507.999999998 6037331.999999999, -13629507.999999998 6036832))",-122.43595351429289,47.57738171801906,-122.43146193787229,47.580411620179774,0.0,0
"POLYGON ((-13629507.999999998 6037331.999999999, -13629007.999999998 6037331.999999999, -13629007.999999998 6037832, -13629507.999999998 6037832, -13629507.999999998 6037331.999999999))",-122.43595351429289,47.580411620179774,-122.43146193787229,47.58344134700057,0.0,0
"POLYGON ((-13629507.999999998 6037832, -13629007.999999998 6037832, -13629007.999999998 6038332, -13629507.999999998 6038332, -13629507.999999998 6037832))",-122.43595351429289,47.58344134700057,-122.43146193787229,47.58647089848312,0.0,0
"POLYGON ((-13629507.999999998 6038332, -13629007.999999998 6038332, -13629007.999999998 6038832, -13629507.999999998 6038832, -13629507.999999998 6038332))",-122.43595351429289,47.58647089848312,-122.43146193787229,47.589500274629096,0.0,0
"POLYGON ((-13629507.999999998 6038832, -13629007.999999998 6038832, -13629007.999999998 6039331.999999999, -13629507.999999998 6039331.999999999, -13629507.999999998 6038832))",-122.43595351429289,47.589500274629096,-122.43146193787229,47.59252947544019,703.3752089094129,0
"POLYGON ((-13629507.999999998 6039331.999999999, -13629007.999999998 6039331.999999999, -13629007.999999998 6039831.999999999, -13629507.999999998 6039831.999999999, -13629507.999999998 6039331.999999999))",-122.43595351429289,47.59252947544019,-122.43146193787229,47.59555850091807,371.26835218131555,0
"POLYGON ((-13629507.999999998 6039831.999999999, -13629007.999999998 6039831.999999999, -13629007.999999998 6040331.999999998, -13629507.999999998 6040331.999999998, -13629507.999999998 6039831.999999999))",-122.43595351429289,47.59555850091807,-122.43146193787229,47.598587351064424,0.0,0
"POLYGON ((-13629507.999999998 6040331.999999998, -13629007.999999998 6040331.999999998, -13629007.999999998 6040831.999999999, -13629507.999999998 6040831.999999999, -13629507.999999998 6040331.999999998))",-122.43595351429289,47.598587351064424,-122.43146193787229,47.60161602588094,0.0,0
"POLYGON ((-13629507.999999998 6040831.999999999, -13629007.999999998 6040831.999999999, -13629007.999999998 6041332, -13629507.999999998 6041332, -13629507.999999998 6040831.999999999))",-122.43595351429289,47.60161602588094,-122.43146193787229,47.60464452536931,0.0,0
"POLYGON ((-13629507.999999998 6041332, -13629007.999999998 6041332, -13629007.999999998 6041832, -13629507.999999998 6041832, -13629507.999999998 6041332))",-122.43595351429289,47.60464452536931,-122.43146193787229,47.60767284953121,0.0,0
"POLYGON ((-13629507.999999998 6041832, -13629007.999999998 6041832, -13629007.999999998 6042332, -13629507.999999998 6042332, -13629507.999999998 6041832))",-122.43595351429289,47.60767284953121,-122.43146193787229,47.610700998368344,0.0,0
"POLYGON ((-13629507.999999998 6042332, -13629007.999999998 6042332, -13629007.999999998 6042832, -13629507.999999998 6042832, -13629507.999999998 6042332))",-122.43595351429289,47.610700998368344,-122.43146193787229,47.61372897188239,639.0088241499194,0
"POLYGON ((-13629507.999999998 6042832, -13629007.999999998 6042832, -13629007.999999998 6043332, -13629507.999999998 6043332, -13629507.999999998 6042832))",-122.43595351429289,47.61372897188239,-122.43146193787229,47.61675677007505,407.53553174459427,0
"POLYGON ((-13629507.999999998 6043332, -13629007.999999998 6043332, -13629007.999999998 6043831.999999999, -13629507.999999998 6043831.999999999, -13629507.999999998 6043332))",-122.43595351429289,47.61675677007505,-122.43146193787229,47.61978439294802,0.0,0
"POLYGON ((-13629507.999999998 6043831.999999999, -13629007.999999998 6043831.999999999, -13629007.999999998 6044331.999999998, -13629507.999999998 6044331.999999998, -13629507.999999998 6043831.999999999))",-122.43595351429289,47.61978439294802,-122.43146193787229,47.622811840503,0.0,0
"POLYGON ((-13629507.999999998 6044331.999999998, -13629007.999999998 6044331.999999998, -13629007.999999998 6044831.999999999, -13629507.999999998 6044831.999999999, -13629507.999999998 6044331.999999998))",-122.43595351429289,47.622811840503,-122.43146193787229,47.62583911274169,0.0,0
"POLYGON ((-13629507.999999998 6044831.999999999, -13629007.999999998 6044831.999999999, -13629007.999999998 6045331.999999999, -13629507.999999998 6045331.999999999, -13629507.999999998 6044831.999999999))",-122.43595351429289,47.62583911274169,-122.43146193787229,47.62886620966579,0.0,0
"POLYGON ((-13629507.999999998 6045331.999999999, -13629007.999999998 6045331.999999999, -13629007.999999998 6045831.999999999, -13629507.999999998 6045831.999999999, -13629507.999999998 6045331.999999999))",-122.43595351429289,47.62886620966579,-122.43146193787229,47.631893131276996,0.0,0
"POLYGON ((-13629507.999999998 6045831.999999999, -13629007.999999998 6045831.999999999, -13629007.999999998 6046331.999999999, -13629507.999999998 6046331.999999999, -13629507.999999998 6045831.999999999))",-122.43595351429289,47.631893131276996,-122.43146193787229,47.63491987757703,0.0,0
"POLYGON ((-13629507.999999998 6046331.999999999, -13629007.999999998 6046331.999999999, -13629007.999999998 6046831.999999998, -13629507.999999998 6046831.999999998, -13629507.999999998 6046331.999999999))",-122.43595351429289,47.63491987757703,-122.43146193787229,47.63794644856758,0.0,0
"POLYGON ((-13629507.999999998 6046831.999999998, -13629007.999999998 6046831.999999998, -13629007.999999998 6047332, -13629507.999999998 6047332, -13629507.999999998 6046831.999999998))",-122.43595351429289,47.63794644856758,-122.43146193787229,47.640972844250385,0.0,0
"POLYGON ((-13629507.999999998 6047332, -13629007.999999998 6047332, -13629007.999999998 6047831.999999999, -13629507.999999998 6047831.999999999, -13629507.999999998 6047332))",-122.43595351429289,47.640972844250385,-122.43146193787229,47.643999064627124,0.0,0
"POLYGON ((-13629507.999999998 6047831.999999999, -13629007.999999998 6047831.999999999, -13629007.999999998 6048332, -13629507.999999998 6048332, -13629507.999999998 6047831.999999999))",-122.43595351429289,47.643999064627124,-122.43146193787229,47.647025109699534,0.0,0
"POLYGON ((-13629507.999999998 6048332, -13629007.999999998 6048332, -13629007.999999998 6048831.999999998, -13629507.999999998 6048831.999999998, -13629507.999999998 6048332))",-122.43595351429289,47.647025109699534,-122.43146193787229,47.6500509794693,0.0,0
"POLYGON ((-13629507.999999998 6048831.999999998, -13629007.999999998 6048831.999999998, -13629007.999999998 6049332.000000001, -13629507.999999998 6049332.000000001, -13629507.999999998 6048831.999999998))",-122.43595351429289,47.6500509794693,-122.43146193787229,47.65307667393818,0.0,0
"POLYGON ((-13629507.999999998 6049332.000000001, -13629007.999999998 6049332.000000001, -13629007.999999998 6049831.999999999, -13629507.999999998 6049831.999999999, -13629507.999999998 6049332.000000001))",-122.43595351429289,47.65307667393818,-122.43146193787229,47.656102193107856,0.0,0
"POLYGON ((-13629507.999999998 6049831.999999999, -13629007.999999998 6049831.999999999, -13629007.999999998 6050331.999999999, -13629507.999999998 6050331.999999999, -13629507.999999998 6049831.999999999))",-122.43595351429289,47.656102193107856,-122.43146193787229,47.659127536980066,0.0,0
"POLYGON ((-13629507.999999998 6050331.999999999, -13629007.999999998 6050331.999999999, -13629007.999999998 6050831.999999999, -13629507.999999998 6050831.999999999, -13629507.999999998 6050331.999999999))",-122.43595351429289,47.659127536980066,-122.43146193787229,47.66215270555653,585.1144629342962,9
"POLYGON ((-13629507.999999998 6050831.999999999, -13629007.999999998 6050831.999999999, -13629007.999999998 6051332.000000001, -13629507.999999998 6051332.000000001, -13629507.999999998 6050831.999999999))",-122.43595351429289,47.66215270555653,-122.43146193787229,47.66517769883898,1.554823649537274,6
"POLYGON ((-13629507.999999998 6051332.000000001, -13629007.999999998 6051332.000000001, -13629007.999999998 6051832, -13629507.999999998 6051832, -13629507.999999998 6051332.000000001))",-122.43595351429289,47.66517769883898,-122.43146193787229,47.66820251682912,0.0,0
"POLYGON ((-13629507.999999998 6051832, -13629007.999999998 6051832, -13629007.999999998 6052331.999999999, -13629507.999999998 6052331.999999999, -13629507.999999998 6051832))",-122.43595351429289,47.66820251682912,-122.43146193787229,47.67122715952869,0.0,0
"POLYGON ((-13629507.999999998 6052331.999999999, -13629007.999999998 6052331.999999999, -13629007.999999998 6052832, -13629507.999999998 6052832, -13629507.999999998 6052331.999999999))",-122.43595351429289,47.67122715952869,-122.43146193787229,47.67425162693943,0.0,0
"POLYGON ((-13629507.999999998 6052832, -13629007.999999998 6052832, -13629007.999999998 6053332.000000001, -13629507.999999998 6053332.000000001, -13629507.999999998 6052832))",-122.43595351429289,47.67425162693943,-122.43146193787229,47.677275919063064,0.0,0
"POLYGON ((-13629507.999999998 6053332.000000001, -13629007.999999998 6053332.000000001, -13629007.999999998 6053831.999999999, -13629507.999999998 6053831.999999999, -13629507.999999998 6053332.000000001))",-122.43595351429289,47.677275919063064,-122.43146193787229,47.68030003590131,0.0,0
"POLYGON ((-13629507.999999998 6053831.999999999, -13629007.999999998 6053831.999999999, -13629007.999999998 6054332.000000001, -13629507.999999998 6054332.000000001, -13629507.999999998 6053831.999999999))",-122.43595351429289,47.68030003590131,-122.43146193787229,47.683323977455935,0.0,0
"POLYGON ((-13629507.999999998 6054332.000000001, -13629007.999999998 6054332.000000001, -13629007.999999998 6054831.999999999, -13629507.999999998 6054831.999999999, -13629507.999999998 6054332.000000001))",-122.43595351429289,47.683323977455935,-122.43146193787229,47.68634774372864,0.0,0
"POLYGON ((-13629507.999999998 6054831.999999999, -13629007.999999998 6054831.999999999, -13629007.999999998 6055332, -13629507.999999998 6055332, -13629507.999999998 6054831.999999999))",-122.43595351429289,47.68634774372864,-122.43146193787229,47.689371334721194,0.0,0
"POLYGON ((-13629507.999999998 6055332, -13629007.999999998 6055332, -13629007.999999998 6055831.999999998, -13629507.999999998 6055831.999999998, -13629507.999999998 6055332))",-122.43595351429289,47.689371334721194,-122.43146193787229,47.69239475043532,0.0,0
"POLYGON ((-13629507.999999998 6055831.999999998, -13629007.999999998 6055831.999999998, -13629007.999999998 6056332, -13629507.999999998 6056332, -13629507.999999998 6055831.999999998))",-122.43595351429289,47.69239475043532,-122.43146193787229,47.69541799087277,0.0,0
"POLYGON ((-13629507.999999998 6056332, -13629007.999999998 6056332, -13629007.999999998 6056832, -13629507.999999998 6056832, -13629507.999999998 6056332))",-122.43595351429289,47.69541799087277,-122.43146193787229,47.698441056035286,0.0,0
"POLYGON ((-13629507.999999998 6056832, -13629007.999999998 6056832, -13629007.999999998 6057332.000000001, -13629507.999999998 6057332.000000001, -13629507.999999998 6056832))",-122.43595351429289,47.698441056035286,-122.43146193787229,47.701463945924615,0.0,0
"POLYGON ((-13629507.999999998 6057332.000000001, -13629007.999999998 6057332.000000001, -13629007.999999998 6057831.999999999, -13629507.999999998 6057831.999999999, -13629507.999999998 6057332.000000001))",-122.43595351429289,47.701463945924615,-122.43146193787229,47.70448666054249,0.0,0
"POLYGON ((-13629507.999999998 6057831.999999999, -13629007.999999998 6057831.999999999, -13629007.999999998 6058331.999999999, -13629507.999999998 6058331.999999999, -13629507.999999998 6057831.999999999))",-122.43595351429289,47.70448666054249,-122.43146193787229,47.70750919989069,0.0,0
"POLYGON ((-13629507.999999998 6058331.999999999, -13629007.999999998 6058331.999999999, -13629007.999999998 6058831.999999999, -13629507.999999998 6058831.999999999, -13629507.999999998 6058331.999999999))",-122.43595351429289,47.70750919989069,-122.43146193787229,47.710531563970946,0.0,0
"POLYGON ((-13629507.999999998 6058831.999999999, -13629007.999999998 6058831.999999999, -13629007.999999998 6059332, -13629507.999999998 6059332, -13629507.999999998 6058831.999999999))",-122.43595351429289,47.710531563970946,-122.43146193787229,47.71355375278502,0.0,0
"POLYGON ((-13629507.999999998 6059332, -13629007.999999998 6059332, -13629007.999999998 6059831.999999998, -13629507.999999998 6059831.999999998, -13629507.999999998 6059332))",-122.43595351429289,47.71355375278502,-122.43146193787229,47.71657576633466,0.0,0
"POLYGON ((-13629507.999999998 6059831.999999998, -13629007.999999998 6059831.999999998, -13629007.999999998 6060331.999999998, -13629507.999999998 6060331.999999998, -13629507.999999998 6059831.999999998))",-122.43595351429289,47.71657576633466,-122.43146193787229,47.71959760462163,0.0,0
"POLYGON ((-13629507.999999998 6060331.999999998, -13629007.999999998 6060331.999999998, -13629007.999999998 6060831.999999999, -13629507.999999998 6060831.999999999, -13629507.999999998 6060331.999999998))",-122.43595351429289,47.71959760462163,-122.43146193787229,47.72261926764769,0.0,0
"POLYGON ((-13629507.999999998 6060831.999999999, -13629007.999999998 6060831.999999999, -13629007.999999998 6061331.999999998, -13629507.999999998 6061331.999999998, -13629507.999999998 6060831.999999999))",-122.43595351429289,47.72261926764769,-122.43146193787229,47.725640755414595,0.0,0
"POLYGON ((-13629507.999999998 6061331.999999998, -13629007.999999998 6061331.999999998, -13629007.999999998 6061832, -13629507.999999998 6061832, -13629507.999999998 6061331.999999998))",-122.43595351429289,47.725640755414595,-122.43146193787229,47.72866206792412,0.0,0
"POLYGON ((-13629507.999999998 6061832, -13629007.999999998 6061832, -13629007.999999998 6062332, -13629507.999999998 6062332, -13629507.999999998 6061832))",-122.43595351429289,47.72866206792412,-122.43146193787229,47.731683205178015,0.0,0
"POLYGON ((-13629507.999999998 6062332, -13629007.999999998 6062332, -13629007.999999998 6062831.999999999, -13629507.999999998 6062831.999999999, -13629507.999999998 6062332))",-122.43595351429289,47.731683205178015,-122.43146193787229,47.73470416717805,0.0,0
"POLYGON ((-13629007.999999998 6023331.999999999, -13628508 6023331.999999999, -13628508 6023832, -13629007.999999998 6023832, -13629007.999999998 6023331.999999999))",-122.43146193787229,47.495508075116945,-122.42697036145172,47.49854271208219,0.0,0
"POLYGON ((-13629007.999999998 6023832, -13628508 6023832, -13628508 6024332, -13629007.999999998 6024332, -13629007.999999998 6023832))",-122.43146193787229,47.49854271208219,-122.42697036145172,47.50157717366297,0.0,0
"POLYGON ((-13629007.999999998 6024332, -13628508 6024332, -13628508 6024832, -13629007.999999998 6024832, -13629007.999999998 6024332))",-122.43146193787229,47.50157717366297,-122.42697036145172,47.50461145986092,0.0,0
"POLYGON ((-13629007.999999998 6024832, -13628508 6024832, -13628508 6025331.999999999, -13629007.999999998 6025331.999999999, -13629007.999999998 6024832))",-122.43146193787229,47.50461145986092,-122.42697036145172,47.507645570677646,0.0,0
"POLYGON ((-13629007.999999998 6025331.999999999, -13628508 6025331.999999999, -13628508 6025831.999999999, -13629007.999999998 6025831.999999999, -13629007.999999998 6025331.999999999))",-122.43146193787229,47.507645570677646,-122.42697036145172,47.5106795061148,0.0,0
"POLYGON ((-13629007.999999998 6025831.999999999, -13628508 6025831.999999999, -13628508 6026332, -13629007.999999998 6026332, -13629007.999999998 6025831.999999999))",-122.43146193787229,47.5106795061148,-122.42697036145172,47.513713266174,0.0,0
"POLYGON ((-13629007.999999998 6026332, -13628508 6026332, -13628508 6026832, -13629007.999999998 6026832, -13629007.999999998 6026332))",-122.43146193787229,47.513713266174,-122.42697036145172,47.51674685085688,40.042628776609384,0
"POLYGON ((-13629007.999999998 6026832, -13628508 6026832, -13628508 6027332.000000001, -13629007.999999998 6027332.000000001, -13629007.999999998 6026832))",-122.43146193787229,47.51674685085688,-122.42697036145172,47.51978026016509,702.5863696984862,0
"POLYGON ((-13629007.999999998 6027332.000000001, -13628508 6027332.000000001, -13628508 6027831.999999999, -13629007.999999998 6027831.999999999, -13629007.999999998 6027332.000000001))",-122.43146193787229,47.51978026016509,-122.42697036145172,47.52281349410024,0.0,0
"POLYGON ((-13629007.999999998 6027831.999999999, -13628508 6027831.999999999, -13628508 6028332.000000001, -13629007.999999998 6028332.000000001, -13629007.999999998 6027831.999999999))",-122.43146193787229,47.52281349410024,-122.42697036145172,47.52584655266399,0.0,0
"POLYGON ((-13629007.999999998 6028332.000000001, -13628508 6028332.000000001, -13628508 6028831.999999998, -13629007.999999998 6028831.999999998, -13629007.999999998 6028332.000000001))",-122.43146193787229,47.52584655266399,-122.42697036145172,47.52887943585797,0.0,0
"POLYGON ((-13629007.999999998 6028831.999999998, -13628508 6028831.999999998, -13628508 6029331.999999999, -13629007.999999998 6029331.999999999, -13629007.999999998 6028831.999999998))",-122.43146193787229,47.52887943585797,-122.42697036145172,47.531912143683826,0.0,0
"POLYGON ((-13629007.999999998 6029331.999999999, -13628508 6029331.999999999, -13628508 6029831.999999999, -13629007.999999998 6029831.999999999, -13629007.999999998 6029331.999999999))",-122.43146193787229,47.531912143683826,-122.42697036145172,47.5349446761432,0.0,0
"POLYGON ((-13629007.999999998 6029831.999999999, -13628508 6029831.999999999, -13628508 6030331.999999999, -13629007.999999998 6030331.999999999, -13629007.999999998 6029831.999999999))",-122.43146193787229,47.5349446761432,-122.42697036145172,47.537977033237745,0.0,0
"POLYGON ((-13629007.999999998 6030331.999999999, -13628508 6030331.999999999, -13628508 6030831.999999998, -13629007.999999998 6030831.999999998, -13629007.999999998 6030331.999999999))",-122.43146193787229,47.537977033237745,-122.42697036145172,47.54100921496909,0.0,0
"POLYGON ((-13629007.999999998 6030831.999999998, -13628508 6030831.999999998, -13628508 6031331.999999999, -13629007.999999998 6031331.999999999, -13629007.999999998 6030831.999999998))",-122.43146193787229,47.54100921496909,-122.42697036145172,47.5440412213389,0.0,0
"POLYGON ((-13629007.999999998 6031331.999999999, -13628508 6031331.999999999, -13628508 6031831.999999999, -13629007.999999998 6031831.999999999, -13629007.999999998 6031331.999999999))",-122.43146193787229,47.5440412213389,-122.42697036145172,47.547073052348836,0.0,0
"POLYGON ((-13629007.999999998 6031831.999999999, -13628508 6031831.999999999, -13628508 6032332, -13629007.999999998 6032332, -13629007.999999998 6031831.999999999))",-122.43146193787229,47.547073052348836,-122.42697036145172,47.55010470800053,0.0,0
"POLYGON ((-13629007.999999998 6032332, -13628508 6032332, -13628508 6032831.999999999, -13629007.999999998 6032831.999999999, -13629007.999999998 6032332))",-122.43146193787229,47.55010470800053,-122.42697036145172,47.55313618829565,0.0,0
"POLYGON ((-13629007.999999998 6032831.999999999, -13628508 6032831.999999999, -13628508 6033331.999999999, -13629007.999999998 6033331.999999999, -13629007.999999998 6032831.999999999))",-122.43146193787229,47.55313618829565,-122.42697036145172,47.556167493235854,0.0,0
"POLYGON ((-13629007.999999998 6033331.999999999, -13628508 6033331.999999999, -13628508 6033831.999999998, -13629007.999999998 6033831.999999998, -13629007.999999998 6033331.999999999))",-122.43146193787229,47.556167493235854,-122.42697036145172,47.559198622822784,0.0,0
"POLYGON ((-13629007.999999998 6033831.999999998, -13628508 6033831.999999998, -13628508 6034331.999999998, -13629007.999999998 6034331.999999998, -13629007.999999998 6033831.999999998))",-122.43146193787229,47.559198622822784,-122.42697036145172,47.56222957705812,0.0,0
"POLYGON ((-13629007.999999998 6034331.999999998, -13628508 6034331.999999998, -13628508 6034831.999999999, -13629007.999999998 6034831.999999999, -13629007.999999998 6034331.999999998))",-122.43146193787229,47.56222957705812,-122.42697036145172,47.56526035594352,0.0,0
"POLYGON ((-13629007.999999998 6034831.999999999, -13628508 6034831.999999999, -13628508 6035332, -13629007.999999998 6035332, -13629007.999999998 6034831.999999999))",-122.43146193787229,47.56526035594352,-122.42697036145172,47.56829095948065,0.0,0
"POLYGON ((-13629007.999999998 6035332, -13628508 6035332, -13628508 6035831.999999999, -13629007.999999998 6035831.999999999, -13629007.999999998 6035332))",-122.43146193787229,47.56829095948065,-122.42697036145172,47.57132138767117,0.0,0
"POLYGON ((-13629007.999999998 6035831.999999999, -13628508 6035831.999999999, -13628508 6036332, -13629007.999999998 6036332, -13629007.999999998 6035831.999999999))",-122.43146193787229,47.57132138767117,-122.42697036145172,47.57435164051675,0.0,0
"POLYGON ((-13629007.999999998 6036332, -13628508 6036332, -13628508 6036832, -13629007.999999998 6036832, -13629007.999999998 6036332))",-122.43146193787229,47.57435164051675,-122.42697036145172,47.57738171801906,0.0,0
"POLYGON ((-13629007.999999998 6036832, -13628508 6036832, -13628508 6037331.999999999, -13629007.999999998 6037331.999999999, -13629007.999999998 6036832))",-122.43146193787229,47.57738171801906,-122.42697036145172,47.580411620179774,0.0,0
"POLYGON ((-13629007.999999998 6037331.999999999, -13628508 6037331.999999999, -13628508 6037832, -13629007.999999998 6037832, -13629007.999999998 6037331.999999999))",-122.43146193787229,47.580411620179774,-122.42697036145172,47.58344134700057,0.0,0
"POLYGON ((-13629007.999999998 6037832, -13628508 6037832, -13628508 6038332, -13629007.999999998 6038332, -13629007.999999998 6037832))",-122.43146193787229,47.58344134700057,-122.42697036145172,47.58647089848312,0.0,0
"POLYGON ((-13629007.999999998 6038332, -13628508 6038332, -13628508 6038832, -13629007.999999998 6038832, -13629007.999999998 6038332))",-122.43146193787229,47.58647089848312,-122.42697036145172,47.589500274629096,0.0,0
"POLYGON ((-13629007.999999998 6038832, -13628508 6038832, -13628508 6039331.999999999, -13629007.999999998 6039331.999999999, -13629007.999999998 6038832))",-122.43146193787229,47.589500274629096,-122.42697036145172,47.59252947544019,142.19041724809463,0
